# gal m_obs sigma_m P delta_logO_H
1309	23.12	0.3549	49.45	-0.3475
1309	25.08	0.6149	19.81	0.1892
1309	23.71	0.6082	26.33	-0.4236
1309	21.8	0.1421	52.95	-0.7808
1309	28.82	0.2811	3.637	0.5495
1309	23.5	0.6878	32.95	-0.4174
1309	25.2	0.1214	17.28	0.1361
1309	22.87	0.3954	65.99	-0.0877
1309	23.52	0.6714	21.28	-0.8897
1309	25.4	0.5863	18.16	0.3616
1309	23.58	0.2766	67.28	0.2815
1309	23.66	0.4577	49.59	0.1661
1309	23.02	0.3587	140.7	1.011
1309	21.95	0.4554	20.34	-1.969
1309	23.83	0.6363	25.11	-0.9261
1309	26.71	0.4324	23.37	1.118
1309	28.23	0.3957	8.477	1.114
1309	23.38	0.2916	13.53	-1.365
1309	23.38	0.258	54.76	0.03091
1309	26.54	0.4254	14.19	0.5538
1309	23.67	0.1494	46.11	0.0539
1309	23.03	0.4814	70.63	-0.05804
1309	24.22	0.5778	49.85	0.2621
1309	24.77	0.6728	45.41	0.3747
1309	24.19	0.5108	79.09	0.8287
1309	23.63	0.393	68.2	0.4081
1309	24.34	0.3912	15.05	-0.347
1309	25.71	0.68	40.09	0.6551
1309	22.09	0.2268	62.46	-0.5
1309	22.22	0.347	52.6	-0.797
1309	25.38	0.6938	7.514	0.01028
1309	24.78	0.117	25.73	0.09176
1309	25.57	0.5208	9.577	0.1988
1309	24.74	0.1151	31.7	0.3133
1309	23.65	0.2925	120.3	1.305
1309	23.87	0.1441	36.75	0.02101
1309	22.16	0.1365	110.5	-0.005696
1309	27.46	0.1668	5.435	0.3532
1309	22.85	0.2016	27.44	-1.119
1309	27.57	0.4766	31.83	2.016
1309	28.2	0.363	6.819	0.4762
1309	24.14	0.5985	17.39	-0.7656
1309	24.53	0.2439	29.19	0.3582
1309	23.56	0.214	34.22	-0.4937
1309	23.59	0.5271	30.37	-0.3202
1309	22.15	0.615	48.6	-0.5463
1309	25.75	0.4354	10.2	-0.2144
1309	21.87	0.5227	38.98	-1.008
1309	19.88	0.4631	132.8	-1.058
1309	24.36	0.4355	13.25	-0.8279
1309	24.4	0.6162	39.69	0.536
1309	25.17	0.6519	13.71	-0.4936
1309	26.11	0.6098	23.32	0.1985
3021	23.57	0.2096	57.92	-0.5499
3021	23.73	0.4018	140.2	1.214
3021	23.06	0.6704	77.02	-0.3123
3021	24.17	0.2395	28.66	-0.8679
3021	23.5	0.5434	99.95	-0.2043
3021	25.65	0.557	12.19	-0.4621
3021	19.99	0.5596	454.3	-0.7643
3021	21.25	0.6547	264.7	0.3954
3021	22.07	0.2937	56.14	-1.361
3021	26.43	0.5074	17.24	0.1848
3021	27.07	0.2031	34.83	1.077
3021	26.92	0.5257	51.73	1.678
3021	27.06	0.3936	40.54	1.089
3021	23.4	0.3652	51.74	-0.1419
3021	23.44	0.4879	66.17	-0.07623
3021	27.09	0.3871	22.46	0.7946
3021	25.6	0.5686	34.66	0.7069
3021	24.82	0.4383	29.86	-0.6394
3021	22.03	0.6095	36.67	-1.56
3021	24.22	0.2995	51.03	-0.3239
3021	28.69	0.5126	8.463	1.14
3021	24.89	0.2862	34.27	-0.05313
3021	22.25	0.4965	106.3	-0.9762
3021	24.64	0.3127	24.06	-0.546
3021	27.11	0.1368	16.6	0.489
3021	26.54	0.3663	19.86	0.331
3021	24.08	0.525	51.8	-0.1907
3021	28.01	0.2545	9.183	0.1294
3021	24.89	0.471	36.92	-0.2373
3021	28.8	0.173	3.444	-0.09962
3021	21.98	0.4824	90.59	-1.014
3021	23.77	0.135	30.14	-0.9259
3021	22.95	0.1286	81.22	-0.4976
3021	25.48	0.4072	21.5	-0.4243
3021	24.05	0.2796	38.25	-0.7506
3021	23.6	0.3079	166.1	0.3818
3021	27.19	0.4895	15.73	0.3774
3021	24.61	0.6693	60.64	0.8392
3021	27.83	0.4097	6.816	-0.05379
3021	27.21	0.5281	5.3	-0.4854
3021	23.11	0.4517	50.9	-0.6629
3021	22.57	0.337	32.54	-1.588
3021	26.07	0.5031	22.42	0.1495
3021	23.72	0.2423	31.41	-0.8855
3021	27.04	0.6089	22.12	0.6746
3021	24.93	0.2755	38.96	0.3628
3021	24.46	0.1724	53.96	0.413
3021	25.22	0.3587	62.58	0.7918
3021	24.7	0.2632	32.01	-0.07635
3021	24.07	0.2642	55.71	-0.04072
3021	22.63	0.4853	50.85	-0.5898
3021	23.25	0.3699	41.49	-0.5271
3021	25.48	0.6451	22.22	-0.3378
3021	28.69	0.5652	4.725	0.3672
3021	25.17	0.3035	27.69	-0.1852
3021	25.86	0.5222	26.9	0.2471
3021	27.15	0.2435	10.46	0.1567
3021	24.27	0.2231	54.61	-0.2605
3370	24.51	0.1206	17.72	-0.4724
3370	24.62	0.3879	16.76	-0.5505
3370	25.8	0.411	42.54	0.9577
3370	25.04	0.4355	22.47	0.002806
3370	26.36	0.6741	15.61	0.3172
3370	26.08	0.5638	26.91	-0.2845
3370	26.42	0.534	29.91	0.4789
3370	27.47	0.627	74.92	2.019
3370	22.85	0.6795	24.64	-0.4117
3370	25.71	0.3038	17.64	0.2557
3370	26.7	0.5361	12.75	0.2262
3370	25.21	0.4757	28.3	0.4077
3370	24.75	0.5856	93.16	-0.00592
3370	22.94	0.5989	34.4	-1.207
3370	23.14	0.6538	47.49	-0.7179
3370	24.44	0.5885	41.66	0.3744
3370	22.5	0.271	46.87	-1.155
3370	25.5	0.4635	42.47	0.4683
3370	24.27	0.2566	59.64	0.1962
3370	25.4	0.5888	16.63	0.2819
3370	26.74	0.3787	15.13	0.4166
3370	23.9	0.264	79.95	-0.03143
3370	26.3	0.1807	12.5	0.4517
3370	22.43	0.1868	94.73	-0.7892
3370	26.29	0.218	8.353	0.1572
3370	24.94	0.3987	34.88	0.074
3370	23.61	0.2237	27.48	-0.7009
3370	24.36	0.5604	35.17	-0.1303
3370	27.77	0.254	16.7	1.399
3370	23.83	0.2576	78.44	0.4008
3370	23.92	0.4856	14.49	-0.9581
3370	23.64	0.6971	20.99	-0.8104
3370	25.02	0.4255	39.67	0.7461
3982	26.61	0.1558	33.08	0.9693
3982	25.72	0.1874	16.67	-0.225
3982	24.23	0.2361	28.33	-0.4425
3982	26.33	0.1506	13.41	0.2043
3982	24.52	0.6015	85.1	0.3608
3982	26.33	0.6069	14.84	-0.04329
3982	23.7	0.6917	13.91	-0.9318
3982	28.41	0.4281	14.62	1.596
3982	23.23	0.6635	18.91	-1.356
3982	24.26	0.1476	15.2	-1.002
3982	24.46	0.3714	22.58	-0.3187
3982	25.93	0.3653	18.98	-0.1523
3982	22.91	0.4878	37.47	-0.8961
3982	25.58	0.4193	32.53	0.4618
3982	25.68	0.5985	62.12	0.7796
3982	26.73	0.1599	19.68	0.7386
3982	26.94	0.1554	31.39	1.362
3982	23.91	0.1117	61.44	-0.177
3982	24.21	0.5767	24.35	-0.04404
3982	25.75	0.1907	57.7	1.141
3982	25.16	0.1483	14.75	-0.5189
3982	24.25	0.5196	53.35	-0.4775
3982	24.06	0.1269	66.69	0.097
3982	23.65	0.2592	52	-0.4574
3982	24.55	0.4025	15.75	-0.3644
3982	23.46	0.1224	28.59	-1.005
3982	25.18	0.4489	36.22	0.1608
3982	24.09	0.4106	23.65	-0.7131
3982	26.15	0.356	15.64	0.3629
3982	25.7	0.6492	32.53	0.2554
3982	26.69	0.3555	27.35	1.134
3982	25.52	0.5855	10.45	-0.3102
3982	24.88	0.1359	12.47	-0.9553
3982	24.45	0.153	23.35	-0.6433
3982	22.15	0.3132	90.28	-0.9712
3982	22.43	0.1886	14.69	-2.288
3982	26.59	0.5153	33.99	0.8142
3982	27.81	0.5712	12.51	1.025
3982	24.14	0.3503	57.62	0.1232
3982	24.86	0.294	53.53	0.5507
3982	24.9	0.6497	27.02	-0.1175
3982	23.6	0.6024	39.18	-0.6587
3982	26.98	0.4582	51.16	1.598
3982	21.65	0.5478	74.14	-0.8335
3982	22.77	0.4783	57.66	-0.4648
3982	26.22	0.1087	47.52	1.18
3982	25.5	0.1978	18.12	-0.1476
3982	24.4	0.4539	33.8	0.09441
3982	24.79	0.1072	20.94	-0.5371
3982	26.24	0.5289	27.92	0.4451
3982	25.97	0.3218	19.13	-0.1041
3982	25.72	0.1759	18.1	0.06964
3982	25.02	0.3523	21.84	-0.03249
3982	22.23	0.5553	65.56	-1.017
3982	25.99	0.3082	25.4	0.4606
3982	23.77	0.1223	48.83	-0.4734
3982	25.69	0.2443	44.45	0.7801
3982	23.51	0.306	86.94	0.2761
3982	26.76	0.224	20.35	0.6919
3982	25.58	0.181	34.26	0.5254
3982	24.35	0.4569	11.34	-0.9923
3982	24.77	0.1727	33.61	0.03167
3982	25.78	0.6033	30.03	0.4145
3982	22.57	0.4076	44.93	-0.9367
3982	22.17	0.5552	72.82	-0.7333
3982	23.11	0.3307	124.8	-0.1191
3982	22.77	0.1338	144.2	-0.2594
3982	24.81	0.1585	22.72	-0.4047
4038	23.25	0.1475	105.7	-0.4692
4038	23.62	0.2199	85.69	-0.2481
4038	27.54	0.3209	16.76	1.145
4038	26.93	0.4041	67.15	2.051
4038	25	0.1844	67.26	0.7175
4038	26.54	0.1305	25.28	0.5785
4038	23.18	0.2478	55.86	-0.8433
4038	25.15	0.4853	122	0.7728
4038	27.3	0.46	20.17	0.2876
4038	23.9	0.5681	61.75	-0.8143
4038	23.41	0.519	42.27	-0.4978
4038	25.94	0.1109	9.72	-0.5444
4038	24.53	0.5833	31.49	-0.491
4038	26.17	0.3653	18.96	0.3618
4038	24.05	0.428	80.47	-0.2901
4038	25.19	0.487	20.25	-0.3931
4038	25.06	0.4438	28.41	0.2406
4038	27.3	0.1744	30.16	1.223
4038	25.72	0.2391	23.46	0.3779
4038	27.06	0.4219	6.929	-0.3466
4038	25.54	0.4787	58.57	0.3241
4038	25.48	0.2059	34.93	0.1662
4038	23.33	0.4238	76.33	-0.4143
4038	26.53	0.4321	22.87	0.4586
4038	24.78	0.2806	43.88	0.06616
4038	26.87	0.596	50.18	0.8284
4038	26.44	0.6739	13.76	-0.1551
4038	25.01	0.2583	17.57	-0.5437
4038	24.58	0.1916	58.85	0.03944
4038	25.62	0.2185	60.42	0.2537
4038	24.97	0.3424	61.1	0.3013
4038	27.08	0.4541	6.894	0.04313
4038	24.69	0.3995	6.54	-1.973
4038	26.4	0.4959	20.73	0.579
4038	23.49	0.641	220.2	0.6035
4038	24.84	0.2753	35.71	-0.3668
4038	26.06	0.4897	20.45	0.3891
4038	23.31	0.1085	113.9	-0.2098
4038	24.64	0.471	35.33	-0.6
4038	27.72	0.6497	11.83	0.4673
4038	25.08	0.6687	24.53	0.6592
4038	25.85	0.4775	8.592	-0.4529
4038	26.99	0.4601	53.27	1.609
4038	25.31	0.4549	108.2	0.8934
4038	24.51	0.2132	49.64	-0.3291
4038	24.43	0.6547	37.26	-0.5034
4038	24.7	0.3666	47.67	-0.1106
4038	25.5	0.1924	14.46	-0.3838
4038	24.09	0.1099	44.59	-0.4865
4038	25.38	0.4298	26.71	-0.3557
4038	24.66	0.6125	64.89	0.5916
4038	25.37	0.3165	26.3	-0.2549
4038	25.37	0.6975	19.81	0.07291
4038	24.5	0.1584	19.88	-0.7929
4038	23.88	0.6513	193.9	0.6966
4038	28.54	0.6528	14.62	1.053
4038	22.8	0.6304	60.38	-0.2505
4038	26.42	0.5557	21.39	0.3075
4038	26.82	0.1766	22.3	0.6833
4038	26.96	0.3052	17.38	0.384
4038	24.46	0.31	83.01	0.1959
4038	26.76	0.4706	17.44	0.3224
4038	22.72	0.5196	29.2	-1.271
4038	25.51	0.6293	31.85	0.5173
4038	25.99	0.1826	22.09	0.2339
4038	23.9	0.1966	26.62	-0.7956
4038	24.43	0.5471	149	0.2358
4038	23.44	0.3679	22.65	-1.351
4038	28.47	0.2108	6.156	0.6583
4038	25.54	0.4823	16.73	-0.05491
4038	23.06	0.3629	90.3	-0.482
4038	24.22	0.2062	46.32	-0.5061
4038	27.08	0.5865	19.6	0.57
4038	27.17	0.2325	15.21	0.8498
4038	22.49	0.6484	87.13	-1.128
4038	25.85	0.3614	28.16	0.2679
4038	25.53	0.4985	53.45	0.5921
4038	25.91	0.1959	27.38	0.2265
4038	26.1	0.3456	30.59	0.1243
4038	25.14	0.5182	27.86	0.01591
4038	25.65	0.1513	76.72	0.7765
4038	25.71	0.4383	50.75	0.5224
4038	25.38	0.6391	44.91	0.5945
4038	24.08	0.2009	42.15	-0.502
4038	25.53	0.6024	34.9	0.439
4038	24.37	0.2527	30.3	-0.5912
4038	25.41	0.3287	25.44	0.08784
4038	24.61	0.5054	49.92	0.0138
4038	26.88	0.4908	14.84	0.2319
4038	27.11	0.2231	24.88	0.975
4038	24.6	0.5026	80.82	-0.2561
4038	28.02	0.1643	25.74	1.593
4038	25.51	0.5904	29.92	-0.2876
4038	23.02	0.5192	44.5	-0.6046
4038	25.11	0.3028	81.66	0.4264
4038	27.65	0.386	16.65	0.8834
4038	28.48	0.6889	15.24	0.8719
4038	24.65	0.1459	36.36	-0.4232
4038	26.22	0.1874	19.79	0.1465
4038	25.6	0.3178	31.15	0.04821
4038	27.74	0.5883	8.509	0.6444
4038	27.22	0.3151	15.59	0.6081
4038	25.17	0.1302	36.69	0.07874
4038	25.53	0.6386	21.98	0.3734
4038	26.41	0.204	22.01	0.186
4038	25.34	0.1657	46.14	0.3575
4258	22.42	0.6556	12.95	-0.5049
4258	17.96	0.1343	68.02	-0.9578
4258	21.57	0.5589	23.42	-0.4149
4258	21.15	0.5914	42.62	-0.349
4258	19.87	0.5756	19.28	-1.014
4258	19.68	0.3951	105.7	0.7335
4258	18.18	0.6045	54.08	-0.4968
4258	21.07	0.5787	32.27	0.7771
4258	22.7	0.5193	29.74	1.205
4258	21.72	0.1061	42.31	1.15
4258	20.34	0.424	54.11	0.2982
4258	22.79	0.2576	31.24	1.325
4258	24.06	0.2788	15.66	1.558
4258	19.27	0.1356	45.17	-0.6185
4258	22.12	0.1573	24.54	0.72
4258	22.04	0.5672	31.29	0.4111
4258	20.03	0.5376	20.61	-0.3163
4258	19.8	0.1523	68.81	0.332
4258	20.22	0.3099	42.66	-0.06701
4258	20.33	0.3195	44.79	0.2574
4258	20.25	0.4625	26.35	-0.1931
4258	21.72	0.1449	23.12	0.508
4258	20	0.4376	85.97	0.9468
4258	19.59	0.5284	26.15	-1.201
4258	22.47	0.2925	20	0.4826
4258	19.69	0.51	34.38	-0.502
4258	20.56	0.2222	20.15	-0.4381
4258	20.52	0.1626	39.18	-0.03403
4258	20.83	0.3855	28.42	-0.1985
4258	20.81	0.2115	29.97	0.01453
4258	19.94	0.1086	33.71	-0.4204
4258	19.57	0.5353	40.17	-0.8284
4258	22.98	0.4948	14.07	0.6869
4258	21.3	0.3747	30.08	0.7394
4258	18.44	0.4228	37.43	-0.9458
4258	20.87	0.1218	16.85	-0.8349
4258	22.1	0.3695	23.03	0.6341
4258	20.87	0.2844	22.31	-0.07724
4258	19.56	0.4238	39.01	-0.6768
4258	19.9	0.3189	114.4	1.099
4258	18.85	0.3054	136.4	0.7662
4258	20.04	0.4818	64.56	0.6737
4258	21.59	0.6011	23.66	0.6347
4258	20.29	0.1971	90.75	1.232
4258	22.41	0.2864	20.61	0.7123
4258	24.81	0.5205	17.41	1.149
4258	21.59	0.6403	35.33	0.6851
4258	21.15	0.1812	29.5	0.3163
4258	21.07	0.6857	21.68	0.5262
4258	19.49	0.652	57.49	0.3217
4258	22.41	0.2523	28.45	0.8523
4258	23.64	0.4616	9.045	0.2932
4258	22.01	0.5285	15.02	-0.7239
4258	23.3	0.1474	19.15	1.152
4258	17.95	0.2477	65.3	-0.8361
4258	20.3	0.5894	34.24	-0.171
4258	21.93	0.5988	30.18	0.6234
4258	20.4	0.3224	25.83	-0.4107
4258	18.89	0.4904	96.23	0.02137
4258	21.11	0.4742	55.59	1.06
4258	23.53	0.5629	12.67	0.6506
4258	18.48	0.404	118.2	0.4141
4258	20.66	0.2723	35.79	0.09851
4258	19.24	0.1822	30	-1.065
4258	21.21	0.2784	42.79	0.7153
4258	16.01	0.1735	161.4	-1.108
4258	23.01	0.2531	11.86	0.3567
4258	18.11	0.4086	77.74	-0.2498
4258	19.05	0.3984	12.88	-1.552
4258	20.8	0.1526	20.86	-0.4142
4258	17.2	0.4967	113.7	-0.8796
4258	22.07	0.2881	20.95	0.4694
4258	24.15	0.6463	6.961	0.06947
4258	20.07	0.6608	109.6	1.116
4258	19.65	0.3718	36.22	-0.6589
4258	19.32	0.3274	37.91	-0.517
4258	21.16	0.4595	21.08	0.1383
4258	19.83	0.5512	73.87	0.949
4258	22.2	0.6456	26.01	0.3768
4258	20.59	0.4725	30.69	0.02486
4258	19.92	0.2824	27.84	-0.6069
4258	24.43	0.5953	10.33	1.525
4258	19.01	0.1502	76.98	-0.1112
4258	19.95	0.2889	20.76	-0.8617
4258	19.59	0.549	50.84	0.1928
4258	20.63	0.6903	25.27	-0.5382
4258	18.04	0.2584	79.34	-0.6855
4258	21.85	0.5426	42.91	0.7961
4258	20.89	0.2268	39.8	0.4906
4258	21.24	0.4361	33.44	0.4144
4258	21.12	0.4533	42.26	0.8819
4258	18.71	0.1603	89.04	0.0926
4258	18.26	0.2599	61.78	-0.8864
4258	21.53	0.5567	25.72	0.1534
4258	22.59	0.1515	11.46	-0.00826
4258	20.06	0.3795	38.8	-0.6477
4258	21.57	0.4159	13.57	-0.8767
4258	24.04	0.1387	14.27	1.045
4258	23.52	0.4811	9.956	0.5498
4258	20.96	0.446	13.19	-0.6319
4258	18.87	0.1581	48.93	-0.6533
4258	20.09	0.411	50.8	0.3532
4258	21.14	0.6986	21.95	-0.02546
4258	21.84	0.1651	26.82	0.5993
4258	19.22	0.3645	54.39	-0.03594
4258	19.86	0.3354	37.22	-0.2307
4258	22.39	0.4566	16.72	0.3184
4258	21.12	0.6216	19.75	-0.1116
4258	22.67	0.1762	5.697	-0.472
4258	21.54	0.4874	22.26	0.3921
4258	22.35	0.6439	32.14	0.6922
4258	20.41	0.262	25.43	-0.3123
4258	20.56	0.6052	32.29	-0.2995
4258	21.47	0.602	14.39	-0.4558
4258	21.29	0.6173	19.23	-0.657
4258	23.37	0.4951	10.99	0.2668
4258	23.4	0.374	14.94	0.6555
4258	19.81	0.2337	21.45	-1.115
4258	18.71	0.4954	24.47	-1.479
4258	18.05	0.1908	48.23	-1.248
4258	23.7	0.3585	15.57	1.011
4258	22.62	0.1198	14.14	0.256
4258	24.39	0.3321	8.708	0.5913
4258	18.27	0.5554	58.47	-0.4136
4258	21.22	0.2465	32.17	0.6884
4258	23.05	0.5918	14.89	0.4032
4258	20.99	0.6273	23.62	-0.2948
4258	17.84	0.2131	36.54	-1.523
4258	21.82	0.278	26.9	0.6153
4258	20.66	0.5485	22.42	-0.4357
4258	21.25	0.1091	28.77	0.1924
4258	20.04	0.6225	47.9	0.135
4258	21.26	0.3538	36.08	0.5825
4258	20.36	0.2932	59.68	0.43
4258	21.75	0.5676	17.2	0.6196
4258	21.2	0.113	32.67	0.3419
4258	19.48	0.1294	46.61	-0.3343
4258	20.92	0.2065	31.15	0.2635
4258	22.54	0.6671	13.52	0.1782
4258	20.76	0.1421	28.92	-0.1883
4258	18.97	0.4352	92.13	0.08914
4258	22.16	0.3565	30.66	0.4806
4258	19.49	0.5111	33.33	-0.2119
4258	22.63	0.5228	17.78	0.756
4258	23.1	0.5066	16.58	1.073
4258	21.61	0.5765	24.33	0.484
4258	19.8	0.2371	59.11	0.2835
4258	19.23	0.5396	40.24	-0.4369
4258	20.12	0.3283	37.45	-0.2994
4258	19.3	0.1004	44.57	-0.4179
4258	20.71	0.4117	51.67	0.8573
4258	20.4	0.4381	34.62	-0.1349
4258	19.44	0.2376	61.03	-0.3139
4258	18.94	0.2463	46.16	-0.7037
4258	21.08	0.1108	28.51	0.1443
4258	20.56	0.4609	64.81	1.005
4258	20.48	0.2454	49.52	0.6811
4258	24.94	0.664	5.024	0.962
4258	20.13	0.4548	20.17	-0.8804
4258	21.56	0.5817	28.28	0.3099
4258	18.79	0.6411	59.64	-0.7737
4258	22.49	0.148	19.88	0.5261
4258	21.5	0.2375	40.51	0.7403
4258	22.55	0.4611	10.34	-0.3505
4258	18.49	0.5003	84.67	0.322
4258	21.83	0.3989	24.96	0.4592
4258	21.09	0.264	32.03	0.003788
4258	20.92	0.4787	20.9	-0.5162
4258	21.72	0.6526	69.43	0.7832
4258	19.4	0.4182	44.77	-0.7619
4258	19.19	0.2776	148.9	0.8285
4258	20.97	0.5823	24.69	0.2623
4258	22.09	0.6361	11.04	-0.7154
4258	21.22	0.1387	22.46	-0.1411
4258	20.64	0.646	52.77	0.3506
4258	22.74	0.3029	11.82	-0.05918
4258	21.2	0.5935	25.15	0.04607
4258	21.97	0.6968	15.16	0.007128
4258	21.41	0.696	43.18	1.246
4258	21.08	0.6935	35.28	0.06805
4258	19.34	0.6851	76.41	0.1922
4258	21.47	0.1108	31.31	0.428
4258	21.63	0.3651	17.64	0.2412
4258	22.59	0.4459	42.07	1.569
4258	17.08	0.4099	65.64	-1.459
4536	26.36	0.5173	15.56	0.01384
4536	24.45	0.6767	62.48	-0.1023
4536	25.6	0.255	14.6	-0.4741
4536	24.84	0.2414	40.15	-0.08233
4536	26.22	0.1381	14.48	-0.2636
4536	26.86	0.4676	24.34	0.91
4536	25.8	0.5047	22.35	0.02614
4536	27.82	0.4209	6.873	0.1808
4536	25.77	0.5101	19.6	0.131
4536	27.32	0.3671	24.24	1.344
4536	27.56	0.63	13.03	0.6494
4536	24.16	0.6242	81.13	0.8
4536	24.67	0.3907	58.58	0.5061
4536	26.33	0.4003	17.25	0.3796
4536	24.95	0.2141	28.72	-0.06456
4536	25.47	0.5532	52.43	0.4914
4536	27.23	0.4616	18.38	1.089
4536	23.42	0.3664	88.54	-0.2198
4536	24.68	0.6524	28.95	-0.2445
4536	25.49	0.1564	10.6	-0.9101
4536	24.32	0.482	50.32	-0.543
4536	27.17	0.3462	9.32	0.2066
4536	27.05	0.5529	18.42	0.5313
4536	26.56	0.4075	33.96	0.6625
4536	26.4	0.5169	58.43	0.5701
4536	25.29	0.1446	18.16	-0.5694
4536	25.72	0.3235	37	0.6478
4536	24.66	0.3145	38.9	0.08845
4536	27.22	0.5468	26.37	1.012
4536	25.27	0.2616	34.84	0.01408
4536	25.75	0.5295	33.86	0.0005355
4536	23.5	0.165	31.03	-0.9524
4536	24.44	0.2341	53.28	-0.2514
4536	24.69	0.5784	25.01	-0.4673
4536	24.73	0.1433	18.55	-0.7328
4536	25.43	0.312	49.66	0.3885
4536	25.56	0.4687	76.62	0.9819
4536	26.59	0.4997	16.59	0.05342
4536	25.89	0.2663	25.84	0.01584
4536	23.21	0.4967	33.86	-1.094
4536	25.32	0.5191	29.31	-0.561
4536	23.63	0.3738	103.2	0.05026
4536	24.73	0.4887	49.72	0.1693
4536	25.83	0.3837	19.09	-0.2568
4536	24.97	0.3436	23.7	-0.4907
4536	24.99	0.4077	54.21	0.5905
4536	25.81	0.1144	22.87	0.22
4536	25.33	0.1546	15.8	-0.7733
4536	25.22	0.1847	44.9	0.3098
4536	26.79	0.2316	28.34	0.8566
4536	23.04	0.3889	31.61	-1.399
4536	27.15	0.5038	10.22	0.4053
4536	24.43	0.2917	50.27	-0.1993
4536	23.33	0.4144	47.06	-0.7501
4536	27.3	0.5125	4.736	-0.2494
4536	25.79	0.4716	9.603	-1.08
4536	24.19	0.2304	33.53	-0.4797
4536	26.97	0.2085	10.49	-0.03526
4536	24.47	0.6887	17.96	-0.8072
4536	24.09	0.5298	33.5	-0.3741
4536	23.33	0.2522	105.5	-0.09206
4536	21.55	0.4863	90.9	-1.582
4536	26.3	0.4756	21.95	0.06988
4536	28.98	0.1999	16.83	1.918
4536	26.19	0.3522	80.7	1.141
4536	25	0.6714	48.71	0.3687
4639	22.17	0.6701	39.52	-0.007019
4639	19.08	0.5139	127.4	-0.5355
4639	23.66	0.6001	13.99	0.07797
4639	20.79	0.1238	48.64	-0.7582
4639	23.91	0.643	15.19	-0.5427
4639	22.51	0.4502	56.44	0.09597
4639	26.52	0.1466	4.984	0.2788
4639	24.63	0.2696	16.81	0.3301
4639	21.87	0.5786	48.37	0.1871
4639	22.93	0.284	34.29	-0.06087
4639	21.18	0.1336	63.83	-0.1654
4639	23.34	0.1565	24.21	-0.1347
4639	23.4	0.4415	39.25	0.4449
4639	22.13	0.3796	92.02	0.9371
4639	24.34	0.1579	38.02	1.214
4639	25.14	0.6278	9.286	-0.1976
4639	23.47	0.3796	25.44	-0.04723
4639	23.76	0.557	22.46	0.08938
4639	25.5	0.6012	19.04	0.09351
4639	21.69	0.106	34.05	-0.7119
4639	24.98	0.2194	16.75	0.4924
4639	22.9	0.1581	93.55	1.413
4639	20.75	0.2442	33.89	-1.483
4639	22.42	0.5389	51.45	0.6539
4639	21.65	0.5751	42.67	-0.8446
4639	24.99	0.1442	20.46	0.7682
4639	23.31	0.6624	36.43	0.3195
4639	27.11	0.2955	9.824	1.177
4639	22.94	0.3783	41.25	0.5563
4639	22.63	0.3341	36.75	-0.05593
4639	19.27	0.1553	113.4	-0.9388
4639	21.73	0.6353	74.74	0.09659
4639	24.84	0.2515	17.17	0.546
4639	24.46	0.3503	18.85	0.3407
4639	20.25	0.114	90.68	-0.4653
4639	23.6	0.671	15.31	-0.8428
4639	23.44	0.3714	28.7	0.1208
4639	24.35	0.5549	36.47	0.5642
4639	22.46	0.5819	102.7	0.8955
4639	23.6	0.6888	15.14	-0.3248
4639	23.17	0.4095	17.81	-0.3755
